1802671,8,30,4,0,1,3
1802449,1,7,1,0,0,1
1810523,4,13,2,0,0,1
1804486,9,39,5,0,0,1
1798068,8,2,1,0,0,2
1804750,2,7,1,0,0,2
1788316,4,5,1,0,0,2
1803675,9,22,3,0,0,1
1801660,5,5,1,0,0,2
222136,2,24,3,0,0,25
1802848,3,2,1,0,1,3
714408,13,4,1,0,0,1
1802107,8,8,1,0,0,1
1802037,5,11,2,0,0,8
1802228,6,23,3,0,0,1
1547604,5,16,2,0,0,9
10879,2,3,1,0,0,1
463993,2,2,1,0,0,2
27267,3,89,5,0,0,8
594327,12,5,1,0,0,1
1505250,5,4,1,0,0,9
1802976,7,92,5,0,0,8
1801718,9,38,5,0,0,3
64542,5,193,5,0,0,1
1802984,1,12,2,0,0,2
1802397,7,18,3,0,0,1
1803334,5,4,1,0,0,1
1801527,1,22,3,0,0,4
1801987,20,59,5,0,0,1
1701049,7,38,5,0,0,1
127948,1,21,3,0,0,2
1797957,8,16,2,0,0,1
1802041,6,9,2,0,0,2
2120,1,0,0,0,0,1
1801835,3,68,5,0,0,1
1801747,10,6,1,0,0,1
1810844,9,47,5,0,0,1
1802635,4,0,0,0,0,1
1812175,7,50,5,0,0,3
1804092,5,48,5,0,0,1
1801957,6,54,5,0,11,3
1824621,6,2,1,0,0,1
1801867,8,66,5,0,0,1
1803497,1,0,0,0,0,1
11807511,7,1,1,0,0,1
1803243,5,59,5,0,0,1
1802958,2,22,3,0,3,1
20981,4,18,3,0,0,1
1801187,3,194,5,0,3,1
1805045,4,17,2,0,0,11
35318,5,0,0,0,0,3
15089,2,44,5,0,0,2
1801777,7,13,2,0,0,1
1808510,4,66,5,0,10,2
1802224,13,78,5,0,2,2
736858,6,6,1,0,0,1
1766448,5,0,0,0,0,5
3025372,1,36,5,0,0,2
23766,6,0,0,0,0,1
1804406,2,35,5,0,0,4
1805404,10,17,2,0,0,1
1801696,4,31,5,0,0,1
1799425,7,26,3,0,0,4
1803116,5,9,2,0,0,1
1805613,3,12,2,0,1,1
1801853,25,40,5,0,0,3
138817,2,4,1,0,0,17
158101,8,18,3,0,0,1
1802884,3,75,5,0,0,1
1815102,3,2,1,0,0,2
1803154,5,11,2,0,0,3
189481,10,2,1,0,0,4
1804137,2,31,5,0,0,3
803664,6,4,1,0,0,2
1809367,5,114,5,0,0,1
1801616,5,192,5,0,0,3
1802329,22,0,0,0,0,1
1800214,8,9,2,0,0,2
1802287,5,0,0,0,0,1
1803737,8,3,1,0,0,1
1801921,7,30,4,0,0,5
1800697,8,192,5,0,4,2
1801918,7,4,1,0,0,1
1802323,1,5,1,0,0,6
1736298,3,18,3,0,0,1
28627,1,0,0,0,0,7
1801807,5,15,2,0,0,2
1798938,12,86,5,0,3,1
1802185,7,65,5,0,0,1
28088,3,60,5,0,0,3
1805625,14,0,0,0,0,1
1800639,6,20,3,0,0,2
1801426,6,6,1,0,0,3
1801986,5,77,5,0,0,10
1802363,1,190,5,0,0,1
1801945,13,139,5,0,4,4
83828,11,2,1,0,0,3
3822537,9,6,1,0,0,2
1817248,11,124,5,0,0,3
1335288,7,19,3,0,0,1
1801687,10,34,5,0,0,2
1802046,7,43,5,0,0,1
1806313,2,65,5,0,0,7
1804371,7,17,2,0,0,2
1878714,4,0,0,0,0,1
1774465,9,29,4,0,0,3
1801946,7,72,5,0,0,2
1802800,11,0,0,0,0,1
1802453,1,3,1,0,3,5
1802246,12,129,5,0,0,1
1801876,6,41,5,0,0,1
1799937,8,12,2,0,0,11
1801985,5,0,0,0,0,1
1802930,7,55,5,0,0,1
1802233,3,8,1,0,0,3
1802045,8,2,1,0,0,5
1804396,7,27,4,0,0,3
1804927,2,32,5,0,0,3
236121,8,0,0,0,0,1
148323,4,1,1,0,0,1
1802224,18,0,0,0,0,2
1801508,6,6,1,0,0,4
1801638,14,5,1,0,0,7
1691,2,30,4,0,0,1
1808705,9,6,1,0,0,3
1805114,3,102,5,0,0,1
3917825,7,45,5,0,1,1
1813230,4,190,5,0,0,2
1707944,11,0,0,0,0,5
1805657,7,26,3,0,0,5
1802298,6,12,2,0,0,1
129940,8,0,0,0,0,1
93526,4,3,1,0,0,21
1802652,2,49,5,0,0,1
1802117,8,0,0,0,0,1
20985,4,1,1,0,0,2
1913591,1,39,5,0,0,3
1805019,5,3,1,0,0,1
1802437,1,24,3,0,0,3
1801527,7,11,2,0,0,1
1810436,2,0,0,0,0,7
1803316,6,24,3,0,0,3
1802093,8,72,5,0,0,1
1800036,7,34,5,0,0,1
1802739,8,40,5,0,0,2
1798596,7,58,5,0,0,2
1802215,8,8,1,0,0,3
1801870,4,15,2,0,0,1
1801662,10,0,0,0,0,1
1802983,2,14,2,0,0,1
17387,8,4,1,0,0,7
1804441,12,2,1,0,0,3
1801688,87,0,0,0,0,5
129100,6,40,5,0,0,1
18347996,1,5,1,0,0,2
1802405,7,36,5,0,0,2
1801217,1,74,5,0,0,1
2078,1,42,5,0,0,1
37968,5,1,1,0,0,1
4806352,1,12,2,0,0,1
1803464,2,22,3,0,0,2
1552,1,25,3,0,0,1
1807117,2,12,2,0,0,3
1806295,1,150,5,0,0,2
1802107,5,10,2,0,0,2
1802317,7,32,5,0,0,3
1804018,3,12,2,0,0,3
1802336,6,4,1,0,0,1
393855,7,22,3,0,0,1
196220,5,23,3,0,0,2
1802675,7,138,5,0,0,1
17398,6,0,0,0,0,1
1802579,1,26,3,0,0,2
1795956,9,12,2,0,0,4
10353217,1,72,5,0,0,1
1803047,1,22,3,0,0,3
1865656,6,20,3,0,0,2
2463,1,58,5,0,0,1
1806893,3,20,3,0,0,4
1817476,6,60,5,0,0,10
1802988,7,96,5,0,0,2
1806817,9,14,2,0,0,7
346916,5,7,1,0,0,3
1801747,9,68,5,0,0,8
1765996,8,3,1,0,0,1
1798988,6,25,3,0,0,1
1802518,2,12,2,0,0,9
1378645,14,2,1,0,0,2
1801838,10,10,2,0,0,17
64697,10,0,0,0,0,1
1799246,7,37,5,0,0,1
1802265,7,78,5,0,0,1
2353898,12,0,0,0,0,3
1802919,3,41,5,0,0,1
98807,5,1,1,0,0,1
1802009,22,17,2,0,0,3
1812651,9,0,0,0,0,6
1801820,1,6,1,0,0,4
254800,6,19,3,0,7,5
1809961,6,11,2,0,0,1
72582,6,35,5,0,0,2
22266,6,61,5,0,0,1
1803830,1,46,5,0,0,2
1761352,5,2,1,0,0,1
9029509,4,37,5,0,0,2
1685677,12,4,1,0,0,6
1639637,9,39,5,0,0,25
1798446,8,1,1,0,0,2
1801747,8,7,1,0,0,3
1802711,2,19,3,0,0,2
1804863,6,19,3,0,0,1
118870,6,33,5,0,0,1
1803982,8,38,5,0,0,8
6031,1,0,0,0,0,1
1807024,1,59,5,0,0,1
1803456,1,2,1,0,0,1
1801694,5,32,5,0,0,1
1801658,6,7,1,0,0,1
1803707,7,21,3,0,0,1
1801968,15,11,2,0,0,3
1803288,3,65,5,0,0,1
1802279,3,28,4,0,0,2
1679370,7,160,5,0,1,2
1811514,10,31,5,0,0,2
1803075,2,0,0,0,0,5
2328527,1,100,5,0,0,1
268926,15,15,2,0,0,3
1802357,7,3,1,0,0,1
1802041,18,6,1,0,3,2
1808040,5,60,5,0,0,2
1802074,8,38,5,0,0,3
1821916,5,16,2,3,1,1
202119,7,184,5,0,0,1
1804442,10,1,1,0,0,1
1809138,8,12,2,0,0,1
1801981,10,22,3,0,0,1
1800404,5,21,3,0,0,1
1803953,7,56,5,0,32,1
1801516,2,45,5,0,0,2
1804071,5,32,5,0,0,6
18934,4,1,1,0,0,3
257510,13,9,2,0,0,3
1809446,8,44,5,0,0,2
1802885,6,22,3,0,0,1
1840399,4,50,5,0,0,1
1809842,9,197,5,0,1,2
1801557,7,1,1,0,0,1
1814315,16,20,3,1,2,3
1802017,5,29,4,0,0,2
2309,1,1,1,0,0,1
1802016,12,52,5,0,0,1
1805313,19,6,1,0,0,4
1802194,5,23,3,0,0,1
1801717,8,12,2,0,0,4
1845527,5,0,0,0,0,2
1801779,6,23,3,0,0,5
1803725,2,0,0,0,0,1
1816837,4,92,5,0,0,3
1801750,13,15,2,0,0,1
1802816,12,49,5,0,1,3
1791185,8,82,5,0,0,3
5770,5,16,2,0,0,1
1330245,13,105,5,0,0,6
1810513,2,3,1,0,0,1
1801636,10,0,0,0,0,4
1802326,13,1,1,0,0,7
1801702,4,0,0,0,0,7
1645002,5,71,5,0,0,5
1720821,5,5,1,0,0,8
1806767,9,15,2,0,6,1
1802805,10,0,0,0,0,2
3563,5,27,4,0,0,1
1798582,10,14,2,0,1,7
146578,7,28,4,0,0,19
1802899,8,1,1,0,0,2
1802545,18,0,0,0,5,4
1801718,14,3,1,0,0,1
1807238,5,19,3,0,0,4
1802503,9,40,5,0,0,2
1806020,1,28,4,0,0,1
1802415,5,47,5,0,0,1
1801350,3,50,5,0,0,3
1801976,9,0,0,0,0,1
1827731,3,59,5,0,0,1
18738,6,0,0,0,0,1
1804829,6,0,0,0,0,1
1801656,6,188,5,0,0,4
1802335,11,0,0,0,0,4
1801918,5,0,0,0,0,1
1801650,2,0,0,0,0,15
777666,5,1,1,0,0,4
1803983,5,30,4,0,0,6
18298,6,0,0,0,0,1
1963134,3,47,5,0,0,1
1358828,11,102,5,0,0,1
532301,5,44,5,0,0,1
1802376,1,2,1,0,0,1
1799558,7,40,5,0,0,1
1803163,4,48,5,0,0,1
1801705,8,0,0,0,0,1
1801547,6,7,1,0,1,1
1801860,24,16,2,0,0,2
168870,4,2,1,0,0,10
1807587,1,0,0,0,0,1
24733,5,19,3,0,0,5
1807033,9,0,0,0,0,7
1801994,4,8,1,0,0,1
1802510,9,8,1,0,0,5
67093,6,6,1,0,0,1
1798913,8,22,3,0,0,1
1801067,15,139,5,0,0,2
1683717,5,6,1,0,0,4
662551,1,0,0,0,0,1
1829487,33,47,5,0,4,2
1806684,3,78,5,0,0,2
1802157,10,126,5,0,0,7
467770,4,185,5,0,1,1
1807345,4,44,5,0,2,2
1800296,6,8,1,0,0,2
1801768,14,1,1,0,0,2
1801473,1,0,0,0,0,2
4344,3,34,5,0,0,3
208230,8,11,2,0,0,3
1791613,6,24,3,0,0,1
1801748,3,18,3,0,0,1
1817464,3,3,1,0,0,3
27380,2,30,4,0,0,4
1803157,5,23,3,0,0,1
15742,10,20,3,0,0,1
1805102,2,62,5,0,0,3
1802202,6,52,5,0,0,1
1803838,7,38,5,0,0,5
1443532,7,180,5,0,0,1
208599,13,25,3,0,0,3
5111,3,4,1,0,0,2
1810801,4,7,1,0,0,4
2468,2,9,2,0,0,1
2999604,2,18,3,0,0,5
1807513,2,1,1,0,0,3
1802517,4,25,3,0,0,1
1014366,5,5,1,0,0,2
1803123,2,1,1,0,0,1
1789923,8,10,2,0,0,2
2829,1,3,1,0,0,1
16511,5,65,5,0,0,1
978391,9,72,5,0,0,12
1801856,10,4,1,0,1,2
1802514,6,17,2,0,0,1
1801617,7,8,1,0,0,1
11555,1,9,2,0,0,1
761548,11,14,2,0,0,1
3248,2,10,2,0,0,1
1838816,16,193,5,4,8,10
1801821,4,49,5,0,0,1
1799866,6,18,3,0,0,2
1895685,3,200,5,0,0,2
1803027,5,19,3,0,0,2
1802951,19,98,5,0,0,6
1830795,15,74,5,0,0,1
1806451,6,29,4,0,0,1
1803475,8,26,3,0,14,1
1803998,10,15,2,0,0,3
1804318,7,12,2,0,0,3
1805140,3,16,2,0,0,2
1804487,8,2,1,0,0,1
1804561,7,38,5,0,0,1
1804364,5,3,1,0,0,1
1802457,6,49,5,0,0,1
1801871,5,20,3,0,0,5
573134,3,24,3,0,6,1
1801433,28,4,1,0,0,2
1819394,6,13,2,0,0,2
1802646,1,67,5,0,0,2
1802644,1,8,1,0,0,1
1794468,18,19,3,0,0,5
1549245,1,1,1,0,0,3
99125,6,38,5,0,0,1
1805939,1,2,1,0,0,2
861212,7,27,4,0,0,1
1727136,6,24,3,0,0,24
49401,6,0,0,0,0,1
1801806,8,18,3,0,0,5
1805522,5,19,3,0,0,2
1803865,11,4,1,0,0,1
20717,6,0,0,0,0,1
908012,3,0,0,0,0,7
1851688,1,85,5,0,0,1
287529,5,1,1,0,0,18
7699,1,15,2,0,0,2
87935,6,62,5,0,0,6
1801628,11,8,1,0,0,1
1804958,2,4,1,0,0,4
1701497,17,34,5,0,0,4
1810424,7,26,3,0,10,1
37157,6,2,1,0,0,2
1799784,8,2,1,0,0,1
1801045,1,76,5,0,0,6
1621753,7,53,5,0,0,1
1803748,7,4,1,0,0,1
1805373,3,30,4,0,1,2
2933398,1,197,5,0,0,4
1801442,2,12,2,0,0,1
1810315,11,53,5,0,0,1
295506,8,19,3,0,0,1
1802626,9,53,5,0,0,1
1804575,1,3,1,0,0,3
1801662,10,21,3,0,0,1
1801847,7,1,1,0,0,1
1801718,9,12,2,0,0,1
295989,6,108,5,0,0,2
881007,5,32,5,0,0,4
1801750,5,0,0,0,0,2
1802839,3,3,1,0,0,2
1799878,6,66,5,0,0,1
1969053,4,0,0,0,0,1
1808477,7,4,1,0,0,3
1802222,11,11,2,0,0,2
1289755,6,5,1,0,0,1
1805155,2,19,3,0,0,1
1801767,11,106,5,0,0,1
1809746,8,19,3,0,0,3
1802795,6,20,3,0,0,3
1795096,11,1,1,1,0,2
1802097,13,57,5,0,0,2
1804653,1,74,5,0,0,4
2108230,22,0,0,0,0,3
1802057,7,3,1,0,0,6
1801817,6,7,1,0,0,1
24347,6,0,0,0,0,1
1896,1,52,5,0,0,1
2310,2,10,2,0,0,1
1804074,14,11,2,0,0,3
1280946,10,7,1,0,0,9
1803217,8,4,1,0,0,1
9580,6,27,4,0,0,1
12401,1,0,0,0,0,2
1810804,4,64,5,0,0,4
82288,7,1,1,0,0,7
1802001,8,2,1,0,0,7
958408,5,9,2,0,0,11
1802867,6,198,5,0,0,2
375370,14,0,0,0,0,5
18707,4,0,0,0,0,5
1801521,2,18,3,0,0,1
1800730,7,40,5,0,0,2
667879,6,44,5,0,0,4
1803726,7,9,2,0,20,1
1803856,7,51,5,0,0,1
1801398,7,120,5,0,0,1
1802035,11,13,2,0,2,2
1945112,4,0,0,0,0,5
1826430,2,3,1,0,0,3
3848,1,20,3,0,0,2
1585,1,4,1,0,0,1
1801834,8,0,0,0,0,1
893,1,8,1,0,0,1
78057,7,55,5,0,0,1
51492241,1,1,1,0,0,2
1802001,8,106,5,0,0,3
116494,7,11,2,0,0,1
1801854,8,199,5,0,0,4
1793308,5,18,3,0,0,1
1801756,7,10,2,0,0,1
1802294,4,9,2,0,0,8
3034,2,12,2,0,0,1
1802831,5,44,5,0,0,12
1801883,1,42,5,0,1,2
1802205,13,11,2,0,0,10
1812107,6,94,5,0,0,2
127815,8,0,0,0,0,6
1796867,3,9,2,0,0,1
109135,2,52,5,0,0,1
1812093,8,72,5,0,0,6
1798535,5,52,5,0,0,1
132938,8,6,1,0,0,3
1283656,6,7,1,0,0,2
1801887,13,12,2,0,0,1
1801697,9,34,5,0,0,4
1802700,3,14,2,0,17,11
1801068,1,179,5,0,0,2
1806198,4,196,5,0,0,1
1802797,1,3,1,0,0,5
94831,21,200,5,0,0,13
1801797,6,3,1,0,0,2
1801748,5,24,3,0,0,2
1801866,6,10,2,0,0,1
1802326,6,5,1,0,0,1
1800155,25,29,4,0,0,1
1801993,5,89,5,0,0,2
1807537,12,0,0,0,0,4
5806,2,14,2,0,0,1
1802127,5,1,1,0,0,1
1804727,5,2,1,0,0,1
6706,1,14,2,0,0,1
1843255,15,32,5,0,0,9
184404,6,0,0,0,0,2
1355537,7,71,5,0,0,2
1802117,8,66,5,0,0,8
1817929,5,2,1,0,0,1
1802364,6,25,3,0,5,2
1814059,5,11,2,0,0,1
1802536,1,32,5,0,0,1
1801070,33,1,1,2,1,2
1802106,6,56,5,0,0,2
266032,5,8,1,0,0,4
1656346,8,14,2,0,0,10
1811981,4,0,0,0,0,7
1793976,7,15,2,0,0,2
1801420,1,0,0,0,0,10
1804706,7,2,1,0,0,1
1801925,8,8,1,0,0,4
1813962,8,25,3,0,1,3
1802427,7,85,5,0,0,3
26718,2,13,2,0,0,1
1801945,8,14,2,0,0,2
1806990,13,49,5,0,0,3
1968898,10,100,5,0,0,6
1801159,4,19,3,0,0,9
1801878,7,37,5,0,0,3
1810840,7,2,1,0,0,2
1800088,3,6,1,0,0,1
1810017,9,29,4,0,0,8
1260503,7,4,1,0,0,1
1805026,8,7,1,0,0,1
1805726,6,21,3,0,0,1
3261381,1,8,1,0,0,3
1802343,1,3,1,0,0,2
1803170,8,3,1,0,0,2
1801777,6,5,1,0,0,1
89873236,1,8,1,0,0,1
1826186,6,28,4,0,0,1
1786337,5,0,0,0,0,14
162823,8,1,1,0,0,9
1802422,6,83,5,0,0,1
1801937,8,4,1,0,0,4
72836,5,31,5,0,0,1
2053221,3,4,1,0,0,3
1801768,5,4,1,0,0,1
1800735,5,0,0,0,0,8
1803611,7,14,2,0,0,2
1804080,2,187,5,0,2,4
87654,4,22,3,0,0,2
1802181,1,15,2,0,0,1
179636,7,0,0,0,0,1
1801770,8,5,1,0,0,1
33241,4,3,1,0,0,14
1801745,6,18,3,0,0,3
1810214,8,52,5,0,0,31
1802171,3,45,5,0,0,4
1985284,14,30,4,0,0,2
1803806,5,9,2,0,0,4
15261526,18,10,2,0,0,2
60614,7,110,5,0,0,1
1808187,3,6,1,0,31,6
1780639,9,4,1,0,0,1
71913783,1,199,5,0,0,2
4537171,1,17,2,0,1,4
142530,9,60,5,0,0,1
2044179,4,64,5,0,0,1
1801855,15,7,1,0,0,1
1809663,2,0,0,0,0,1
1804164,2,7,1,0,0,3
1805251,5,1,1,0,0,1
1801807,5,4,1,0,0,1
520335,6,16,2,0,0,3
1718717,8,18,3,0,0,13
624787,7,67,5,0,0,4
1801688,6,197,5,0,0,5
9000799,5,24,3,0,0,3
6884,1,4,1,0,0,1
1803287,2,1,1,0,0,3
1802258,2,16,2,0,0,1
1802682,2,8,1,0,0,1
1802241,5,1,1,0,0,1
1425,2,41,5,0,0,2
1816146,3,27,4,0,0,1
1801656,6,194,5,0,0,2
1798500,6,55,5,0,0,1
1804369,12,1,1,0,0,7
1803315,8,63,5,0,0,5
1277387,2,50,5,0,0,1
1801946,13,11,2,0,0,8
1802455,1,73,5,0,0,3
663022,9,2,1,0,0,1
1802171,3,36,5,2,2,4
1824698,3,100,5,2,2,1
1805843,4,115,5,0,37,5
1648760,4,135,5,0,0,5
24215,3,90,5,0,0,1
16879,8,0,0,0,0,1
1801817,5,10,2,0,0,2
1801878,7,3,1,0,0,1
1801648,5,9,2,0,0,1
626435,8,37,5,0,0,2
1815147,8,43,5,0,0,1
1987,2,34,5,0,0,1
1807286,9,55,5,0,0,3
1862097,7,7,1,0,0,2
1815054,8,122,5,0,0,5
1810323,8,38,5,0,0,2
63200943,1,39,5,0,0,4
1802283,4,25,3,0,0,2
3720,1,5,1,0,0,1
1808669,9,62,5,0,37,4
175067,6,5,1,0,0,9
1802732,20,23,3,0,0,8
1844363,3,2,1,0,0,1
11730384,1,7,1,0,0,2
1802748,10,17,2,0,0,3
1804482,6,107,5,0,11,1
983422,5,53,5,0,0,6
1809050,5,38,5,0,0,2
1828795,6,98,5,0,0,2
1803506,7,1,1,0,0,3
273161,2,3,1,0,0,1
1801236,8,60,5,0,0,2
1803306,6,6,1,0,0,4
1801575,4,2,1,0,0,1
1801635,8,9,2,0,0,4
20049,1,36,5,0,0,2
1801729,5,0,0,0,0,1
1821064,13,198,5,0,0,1
1799186,8,77,5,0,0,1
1802452,8,13,2,1,3,5
1802847,3,1,1,0,0,4
1801944,7,0,0,0,0,1
661565,8,16,2,0,0,1
1314581,7,5,1,0,0,1
1802819,7,0,0,0,0,1
1804274,7,19,3,0,0,1
1799241,9,29,4,0,0,3
1814573,6,0,0,0,0,3
15920757,13,3,1,0,0,2
1734631,10,13,2,0,0,1
1801569,10,18,3,0,0,1
1802978,6,16,2,0,0,1
1804531,9,1,1,0,0,3
1802386,6,43,5,0,0,6
22103,5,2,1,0,0,4
1802801,2,20,3,0,0,2
1806161,3,0,0,0,0,5
1802074,2,23,3,0,0,2
1801488,8,16,2,0,0,1
1802215,6,10,2,0,0,1
1801703,4,119,5,0,24,7
101605,10,2,1,0,0,2
1806100,1,60,5,0,0,2
1544,5,0,0,0,0,1
1798593,6,33,5,0,0,4
1803874,6,14,2,0,0,22
1802810,4,30,4,0,0,7
1821788,1,24,3,0,0,1
1802497,9,11,2,0,1,2
1802435,12,18,3,0,0,3
1803094,1,31,5,0,0,6
1196701,7,2,1,0,0,1
1803906,9,7,1,0,0,4
1805201,8,10,2,0,0,1
1814168,5,14,2,0,2,2
1801956,6,9,2,0,0,1
1801707,9,37,5,0,9,1
1822251,10,22,3,0,0,8
779715,8,7,1,0,0,4
240158,6,5,1,0,0,2
1802865,6,1,1,0,0,1
1844541,9,58,5,0,0,2
1801778,7,59,5,0,0,2
1803822,4,11,2,0,0,2
1801698,1,45,5,0,1,1
1801795,8,65,5,0,0,3
1804398,7,11,2,0,0,5
1670679,4,0,0,0,0,3
1807803,7,98,5,0,0,4
4557557,1,54,5,0,0,3
1815846,5,121,5,0,30,2
1855527,7,4,1,0,0,1
1804531,8,11,2,0,0,1
1801518,9,18,3,0,0,3
1801907,14,67,5,0,0,2
1527116,8,5,1,0,0,8
1804515,7,14,2,0,0,1
1802046,1,19,3,0,0,3
1839018,5,0,0,0,0,1
1818925,1,0,0,0,0,1
1801697,8,23,3,0,0,1
1802007,5,196,5,0,0,3
1831570,5,46,5,0,0,5
1804994,9,7,1,0,2,3
1801676,4,41,5,0,0,1
1801687,7,28,4,0,0,1
1802898,1,50,5,0,0,5
52625692,7,3,1,0,0,2
1827315,6,56,5,0,13,8
1802474,3,14,2,0,0,3
137743,7,0,0,0,0,1
1708899,6,11,2,0,0,2
1805616,7,165,5,0,0,4
1801938,6,0,0,0,0,1
561644,11,96,5,0,0,3
348177,8,26,3,0,0,6
1801707,16,15,2,0,0,1
69622,7,5,1,0,0,5
1801810,3,4,1,0,0,5
1796427,21,20,3,0,0,2
1801618,9,43,5,0,0,2
1801797,5,36,5,0,1,1
1801638,7,14,2,0,0,1
1802666,9,79,5,0,0,1
1805578,5,31,5,0,15,4
1803110,1,9,2,0,0,1
1801917,5,6,1,0,0,1
1314096,7,2,1,0,0,1
1801758,6,5,1,0,0,6
1802417,5,0,0,0,0,1
1802048,2,5,1,0,0,7
1806555,2,17,2,0,0,15
1805744,14,33,5,0,0,4
1801889,20,32,5,0,0,5
1802556,8,54,5,0,0,3
1806549,6,50,5,0,0,6
1802098,10,24,3,0,0,2
1802894,6,68,5,0,0,1
1802298,5,9,2,0,0,1
1801774,9,17,2,0,0,2
1803571,7,17,2,0,0,1
1801846,2,13,2,0,0,1
11734,1,31,5,0,0,1
1802677,6,112,5,0,0,1
1803568,9,30,4,0,0,1
1802665,10,32,5,0,0,1
1510854,5,0,0,0,0,6
1803749,4,3,1,0,0,1
2815462,5,3,1,0,0,3
1801564,1,11,2,0,0,3
1801028,6,92,5,0,0,3
1802438,2,12,2,0,0,9
1801425,2,17,2,0,0,1
1801885,6,51,5,0,1,8
1842956,5,16,2,0,0,3
1802629,7,199,5,0,0,1
2716803,1,40,5,0,0,1
1806123,10,0,0,0,0,11
1803341,2,63,5,0,0,4
1802325,1,13,2,0,0,2
1803330,4,68,5,0,0,11
28132,5,21,3,0,0,4
1801875,5,17,2,0,0,1
1804067,1,0,0,0,0,19
1802489,1,33,5,0,0,3
326376,8,0,0,0,0,1
1806327,9,72,5,0,0,3
1802299,13,11,2,2,1,1
3606145,1,70,5,0,0,1
1270581,1,3,1,0,0,4
1804920,5,13,2,0,0,3
